algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,0-accuracy-sensitive-attr,1-accuracy-sensitive-attr,sensitive-attr-accuracy,0-accuracy-sensitive-attr_over_1-accuracy-sensitive-attr,sensitive-attr-accuracyRatio,diff:1-accuracy-sensitive-attrto0-accuracy-sensitive-attr,sensitive-attr-accuracyDiff,0-TPR-sensitive-attr,1-TPR-sensitive-attr,sensitive-attr-TPR,0-TPR-sensitive-attr_over_1-TPR-sensitive-attr,sensitive-attr-TPRRatio,diff:1-TPR-sensitive-attrto0-TPR-sensitive-attr,sensitive-attr-TPRDiff,0-TNR-sensitive-attr,1-TNR-sensitive-attr,sensitive-attr-TNR,0-TNR-sensitive-attr_over_1-TNR-sensitive-attr,sensitive-attr-TNRRatio,diff:1-TNR-sensitive-attrto0-TNR-sensitive-attr,sensitive-attr-TNRDiff,0-FPR-sensitive-attr,1-FPR-sensitive-attr,sensitive-attr-FPR,0-FPR-sensitive-attr_over_1-FPR-sensitive-attr,sensitive-attr-FPRRatio,diff:1-FPR-sensitive-attrto0-FPR-sensitive-attr,sensitive-attr-FPRDiff,0-FNR-sensitive-attr,1-FNR-sensitive-attr,sensitive-attr-FNR,0-FNR-sensitive-attr_over_1-FNR-sensitive-attr,sensitive-attr-FNRRatio,diff:1-FNR-sensitive-attrto0-FNR-sensitive-attr,sensitive-attr-FNRDiff,0-PR-sensitive-attr,1-PR-sensitive-attr,sensitive-attr-PR,0-PR-sensitive-attr_over_1-PR-sensitive-attr,sensitive-attr-PRRatio,diff:1-PR-sensitive-attrto0-PR-sensitive-attr,sensitive-attr-PRDiff,0-calibration+-sensitive-attr,1-calibration+-sensitive-attr,sensitive-attr-calibration+,0-calibration+-sensitive-attr_over_1-calibration+-sensitive-attr,sensitive-attr-calibration+Ratio,diff:1-calibration+-sensitive-attrto0-calibration+-sensitive-attr,sensitive-attr-calibration+Diff,0-calibration--sensitive-attr,1-calibration--sensitive-attr,sensitive-attr-calibration-,0-calibration--sensitive-attr_over_1-calibration--sensitive-attr,sensitive-attr-calibration-Ratio,diff:1-calibration--sensitive-attrto0-calibration--sensitive-attr,sensitive-attr-calibration-Diff
GaussianNB,,0,0.8063872255489022,0.8287401574803149,0.7834008097165992,0.8060704835984571,0.6129720100119409,1.0374399112535435,1.0374399112535435,1.0193755182751802,0.8155737704918032,0.7976653696498055,0.8066195700708043,1.022451019592163,1.022451019592163,1.0179084008419976,1.0179084008419976,0.93,0.762987012987013,0.8464935064935065,1.2188936170212767,1.2188936170212767,1.167012987012987,1.167012987012987,0.7361111111111112,0.8495145631067961,0.7928128371089536,0.8665079365079366,0.8665079365079366,0.8865965480043151,0.8865965480043151,0.26388888888888884,0.15048543689320393,0.20718716289104638,1.7535842293906803,1.7535842293906803,1.1134034519956848,1.1134034519956848,0.06999999999999995,0.237012987012987,0.15350649350649348,0.29534246575342443,0.29534246575342443,0.8329870129870129,0.8329870129870129,0.5368852459016393,0.5175097276264592,0.5271974867640492,1.0374399112535435,1.0374399112535435,1.0193755182751802,1.0193755182751802,0.7099236641221374,0.8834586466165414,0.7966911553693394,0.803573168751015,0.803573168751015,0.826465017505596,0.826465017505596,0.061946902654867256,0.29435483870967744,0.17815087068227234,0.21044975148502848,0.21044975148502848,0.7675920639451899,0.7675920639451899
GaussianNB,,1,0.8013972055888223,0.7893700787401575,0.8137651821862348,0.8015676304631962,0.6031532871515389,1.074862268207471,1.074862268207471,1.0355377304331186,0.8258196721311475,0.7782101167315175,0.8020148944313326,1.0611782786885244,1.0611782786885244,1.0476095553996299,1.0476095553996299,0.91,0.711038961038961,0.8105194805194805,1.2798173515981737,1.2798173515981737,1.198961038961039,1.198961038961039,0.7673611111111112,0.8786407766990292,0.8230009439050702,0.8733502148557397,0.8733502148557397,0.888720334412082,0.888720334412082,0.23263888888888884,0.12135922330097082,0.17699905609492983,1.9169444444444448,1.9169444444444448,1.111279665587918,1.111279665587918,0.08999999999999997,0.288961038961039,0.18948051948051947,0.3114606741573033,0.3114606741573033,0.801038961038961,0.801038961038961,0.5102459016393442,0.47470817120622566,0.49247703642278495,1.074862268207471,1.074862268207471,1.0355377304331186,1.0355377304331186,0.7309236947791165,0.8975409836065574,0.814232339192837,0.814362472721938,0.814362472721938,0.833382711172559,0.833382711172559,0.07531380753138076,0.3296296296296296,0.20247171858050517,0.2284800902637394,0.2284800902637394,0.7456841779017511,0.7456841779017511
GaussianNB,,2,0.8173652694610778,0.812992125984252,0.8218623481781376,0.8174272370811948,0.6347925035176734,1.0831286918431007,1.0831286918431007,1.0399470561969764,0.8442622950819673,0.791828793774319,0.8180455444281431,1.0662182301526566,1.0662182301526566,1.0524335013076482,1.0524335013076482,0.945,0.7272727272727273,0.8361363636363637,1.299375,1.299375,1.2177272727272728,1.2177272727272728,0.7743055555555556,0.8883495145631068,0.8313275350593312,0.8716226472374013,0.8716226472374013,0.8859560409924487,0.8859560409924487,0.22569444444444442,0.11165048543689315,0.1686724649406688,2.0214371980676336,2.0214371980676336,1.1140439590075513,1.1140439590075513,0.05500000000000005,0.2727272727272727,0.16386363636363638,0.20166666666666686,0.20166666666666686,0.7822727272727273,0.7822727272727273,0.5204918032786885,0.4805447470817121,0.5005182751802003,1.0831286918431007,1.0831286918431007,1.0399470561969764,1.0399470561969764,0.7440944881889764,0.9068825910931174,0.825488539641047,0.8204970472440944,0.8204970472440944,0.837211897095859,0.837211897095859,0.04700854700854701,0.3146067415730337,0.18080764429079035,0.14942002442002442,0.14942002442002442,0.7324018054355133,0.7324018054355133
GaussianNB,,3,0.7884231536926147,0.8011811023622047,0.7753036437246964,0.7882423730434506,0.576760606922599,1.0614436395984244,1.0614436395984244,1.0308413599540729,0.7909836065573771,0.7859922178988327,0.7884879122281049,1.0063504301249797,1.0063504301249797,1.0049913886585444,1.0049913886585444,0.895,0.7402597402597403,0.8176298701298701,1.2090350877192981,1.2090350877192981,1.1547402597402598,1.1547402597402598,0.71875,0.8543689320388349,0.7865594660194175,0.8412642045454546,0.8412642045454546,0.8643810679611651,0.8643810679611651,0.28125,0.1456310679611651,0.21344053398058255,1.9312499999999995,1.9312499999999995,1.135618932038835,1.135618932038835,0.10499999999999998,0.2597402597402597,0.18237012987012985,0.40424999999999994,0.40424999999999994,0.8452597402597403,0.8452597402597403,0.5327868852459017,0.5019455252918288,0.5173662052688652,1.0614436395984244,1.0614436395984244,1.0308413599540729,1.0308413599540729,0.6884615384615385,0.8837209302325582,0.7860912343470483,0.7790485829959514,0.7790485829959514,0.8047406082289803,0.8047406082289803,0.09210526315789473,0.3125,0.20230263157894737,0.29473684210526313,0.29473684210526313,0.7796052631578947,0.7796052631578947
GaussianNB,,4,0.8033932135728543,0.7834645669291339,0.8238866396761133,0.8036756033026236,0.6076018512111264,1.0403285407148617,1.0403285407148617,1.0191442878101677,0.8299180327868853,0.7782101167315175,0.8040640747592014,1.0664446721311476,1.0664446721311476,1.0517079160553677,1.0517079160553677,0.895,0.711038961038961,0.8030194805194806,1.2587214611872146,1.2587214611872146,1.1839610389610389,1.1839610389610389,0.7847222222222222,0.8786407766990292,0.8316814994606256,0.8931092694904849,0.8931092694904849,0.906081445523193,0.906081445523193,0.2152777777777778,0.12135922330097082,0.1683185005393743,1.7738888888888897,1.7738888888888897,1.093918554476807,1.093918554476807,0.10499999999999998,0.288961038961039,0.19698051948051948,0.36337078651685384,0.36337078651685384,0.816038961038961,0.816038961038961,0.49385245901639346,0.47470817120622566,0.48428031511130953,1.0403285407148617,1.0403285407148617,1.0191442878101677,1.0191442878101677,0.7427385892116183,0.8975409836065574,0.8201397864090878,0.827526099395593,0.827526099395593,0.8451976056050609,0.8451976056050609,0.08502024291497975,0.3296296296296296,0.2073249362723047,0.2579265796297139,0.2579265796297139,0.7553906132853502,0.7553906132853502
LR,,0,0.811377245508982,0.8287401574803149,0.7935222672064778,0.8111312123433964,0.6228024414362318,1.0654319041614124,1.0654319041614124,1.0330978503540218,0.8217213114754098,0.8015564202334631,0.8116388658544365,1.025157170141652,1.025157170141652,1.0201648912419468,1.0201648912419468,0.94,0.7564935064935064,0.8482467532467532,1.2425751072961373,1.2425751072961373,1.1835064935064934,1.1835064935064934,0.7395833333333334,0.8689320388349514,0.8042576860841424,0.8511405959031658,0.8511405959031658,0.870651294498382,0.870651294498382,0.26041666666666663,0.1310679611650486,0.1957423139158576,1.9868827160493816,1.9868827160493816,1.129348705501618,1.129348705501618,0.06000000000000005,0.24350649350649356,0.1517532467532468,0.24640000000000017,0.24640000000000017,0.8164935064935065,0.8164935064935065,0.5389344262295082,0.5058365758754864,0.5223855010524973,1.0654319041614124,1.0654319041614124,1.0330978503540218,1.0330978503540218,0.714828897338403,0.8961538461538462,0.8054913717461246,0.7976631472445699,0.7976631472445699,0.8186750511845569,0.8186750511845569,0.05333333333333334,0.2952755905511811,0.1743044619422572,0.18062222222222224,0.18062222222222224,0.7580577427821522,0.7580577427821522
LR,,1,0.810379241516966,0.797244094488189,0.8238866396761133,0.8105653670821511,0.6211703395162628,1.08809781872375,1.08809781872375,1.041477961344645,0.8401639344262295,0.7821011673151751,0.8111325508707024,1.0742394584454775,1.0742394584454775,1.0580627671110543,1.0580627671110543,0.93,0.711038961038961,0.8205194805194805,1.3079452054794523,1.3079452054794523,1.218961038961039,1.218961038961039,0.7777777777777778,0.8883495145631068,0.8330636461704424,0.8755312689738919,0.8755312689738919,0.8894282632146709,0.8894282632146709,0.2222222222222222,0.11165048543689315,0.16693635382955768,1.9903381642512086,1.9903381642512086,1.110571736785329,1.110571736785329,0.06999999999999995,0.288961038961039,0.17948051948051946,0.24224719101123576,0.24224719101123576,0.781038961038961,0.781038961038961,0.5122950819672131,0.4708171206225681,0.4915561012948906,1.08809781872375,1.08809781872375,1.041477961344645,1.041477961344645,0.744,0.9049586776859504,0.8244793388429752,0.8221369863013699,0.8221369863013699,0.8390413223140496,0.8390413223140496,0.058823529411764705,0.3272058823529412,0.19301470588235295,0.1797752808988764,0.1797752808988764,0.7316176470588236,0.7316176470588236
LR,,2,0.8183632734530938,0.812992125984252,0.8238866396761133,0.8184393828301826,0.6368178659742816,1.0962696554031448,1.0962696554031448,1.045887287108503,0.8381147540983607,0.7996108949416343,0.8188628245199975,1.0481532447848112,1.0481532447848112,1.0385038591567264,1.0385038591567264,0.94,0.7305194805194806,0.8352597402597403,1.2867555555555554,1.2867555555555554,1.2094805194805194,1.2094805194805194,0.7673611111111112,0.9029126213592233,0.8351368662351673,0.8498730585424134,0.8498730585424134,0.8644484897518878,0.8644484897518878,0.23263888888888884,0.09708737864077666,0.16486313376483275,2.396180555555556,2.396180555555556,1.1355515102481122,1.1355515102481122,0.06000000000000005,0.26948051948051943,0.16474025974025974,0.2226506024096388,0.2226506024096388,0.7905194805194806,0.7905194805194806,0.5225409836065574,0.4766536964980545,0.49959734005230594,1.0962696554031448,1.0962696554031448,1.045887287108503,1.045887287108503,0.7372549019607844,0.9183673469387755,0.8278111244497799,0.8027886710239652,0.8027886710239652,0.8188875550220088,0.8188875550220088,0.05150214592274678,0.30855018587360594,0.18002616589817635,0.16691659341227572,0.16691659341227572,0.7429519600491408,0.7429519600491408
LR,,3,0.7944111776447106,0.7952755905511811,0.7935222672064778,0.7943989288788295,0.588769704694356,1.0616380431954202,1.0616380431954202,1.0302194297378324,0.8032786885245902,0.7859922178988327,0.7946354532117115,1.0219931829248499,1.0219931829248499,1.0172864706257574,1.0172864706257574,0.895,0.7305194805194806,0.8127597402597403,1.2251555555555556,1.2251555555555556,1.1644805194805194,1.1644805194805194,0.7395833333333334,0.8689320388349514,0.8042576860841424,0.8511405959031658,0.8511405959031658,0.870651294498382,0.870651294498382,0.26041666666666663,0.1310679611650486,0.1957423139158576,1.9868827160493816,1.9868827160493816,1.129348705501618,1.129348705501618,0.10499999999999998,0.26948051948051943,0.1872402597402597,0.3896385542168675,0.3896385542168675,0.8355194805194806,0.8355194805194806,0.5204918032786885,0.490272373540856,0.5053820884097723,1.0616380431954202,1.0616380431954202,1.0302194297378324,1.0302194297378324,0.7047244094488189,0.8928571428571429,0.7987907761529809,0.7892913385826771,0.7892913385826771,0.811867266591676,0.811867266591676,0.08974358974358974,0.31679389312977096,0.20326874143668036,0.2832869941303677,0.2832869941303677,0.7729496966138187,0.7729496966138187
LR,,4,0.8053892215568862,0.7874015748031497,0.8238866396761133,0.8056441072396314,0.6114673301357614,1.0663358623492751,1.0663358623492751,1.0312320597053009,0.8340163934426229,0.7782101167315175,0.8061132550870702,1.0717110655737705,1.0717110655737705,1.0558062767111054,1.0558062767111054,0.91,0.7077922077922078,0.8088961038961039,1.2856880733944955,1.2856880733944955,1.2022077922077923,1.2022077922077923,0.78125,0.883495145631068,0.832372572815534,0.884271978021978,0.884271978021978,0.897754854368932,0.897754854368932,0.21875,0.11650485436893199,0.167627427184466,1.8776041666666674,1.8776041666666674,1.102245145631068,1.102245145631068,0.08999999999999997,0.29220779220779225,0.1911038961038961,0.30799999999999983,0.30799999999999983,0.7977922077922077,0.7977922077922077,0.5020491803278688,0.4708171206225681,0.48643315047521846,1.0663358623492751,1.0663358623492751,1.0312320597053009,1.0312320597053009,0.7428571428571429,0.9008264462809917,0.8218417945690673,0.8246395806028833,0.8246395806028833,0.8420306965761511,0.8420306965761511,0.07407407407407407,0.33088235294117646,0.20247821350762527,0.22386831275720165,0.22386831275720165,0.7431917211328976,0.7431917211328976
DecisionTree,,0,0.7135728542914171,0.7244094488188977,0.7024291497975709,0.7134192993082342,0.4269636680583441,0.9936591401175379,0.9936591401175379,0.9967308796325828,0.7418032786885246,0.6867704280155642,0.7142868533520443,1.0801328193934892,1.0801328193934892,1.0550328506729603,1.0550328506729603,0.81,0.6688311688311688,0.7394155844155844,1.2110679611650488,1.2110679611650488,1.1411688311688313,1.1411688311688313,0.6944444444444444,0.7135922330097088,0.7040183387270766,0.973167044595616,0.973167044595616,0.9808522114347357,0.9808522114347357,0.3055555555555556,0.28640776699029125,0.2959816612729234,1.0668549905838043,1.0668549905838043,1.0191477885652644,1.0191477885652644,0.18999999999999995,0.3311688311688312,0.2605844155844156,0.5737254901960782,0.5737254901960782,0.8588311688311687,0.8588311688311687,0.5122950819672131,0.5155642023346303,0.5139296421509216,0.9936591401175379,0.9936591401175379,0.9967308796325828,0.9967308796325828,0.648,0.7773584905660378,0.7126792452830188,0.8335922330097087,0.8335922330097087,0.8706415094339622,0.8706415094339622,0.15966386554621848,0.40963855421686746,0.28465120988154297,0.38976767177459215,0.38976767177459215,0.750025311329351,0.750025311329351
