algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,0-accuracy,1-accuracy,sex-accuracy,0-accuracy_over_1-accuracy,sex-accuracyRatio,diff:1-accuracyto0-accuracy,sex-accuracyDiff,0-accuracy,1-accuracy,race-accuracy,0-accuracy_over_1-accuracy,race-accuracyRatio,diff:1-accuracyto0-accuracy,race-accuracyDiff,0-TPR,1-TPR,sex-TPR,0-TPR_over_1-TPR,sex-TPRRatio,diff:1-TPRto0-TPR,sex-TPRDiff,0-TPR,1-TPR,race-TPR,0-TPR_over_1-TPR,race-TPRRatio,diff:1-TPRto0-TPR,race-TPRDiff,0-TNR,1-TNR,sex-TNR,0-TNR_over_1-TNR,sex-TNRRatio,diff:1-TNRto0-TNR,sex-TNRDiff,0-TNR,1-TNR,race-TNR,0-TNR_over_1-TNR,race-TNRRatio,diff:1-TNRto0-TNR,race-TNRDiff,0-FPR,1-FPR,sex-FPR,0-FPR_over_1-FPR,sex-FPRRatio,diff:1-FPRto0-FPR,sex-FPRDiff,0-FPR,1-FPR,race-FPR,0-FPR_over_1-FPR,race-FPRRatio,diff:1-FPRto0-FPR,race-FPRDiff,0-FNR,1-FNR,sex-FNR,0-FNR_over_1-FNR,sex-FNRRatio,diff:1-FNRto0-FNR,sex-FNRDiff,0-FNR,1-FNR,race-FNR,0-FNR_over_1-FNR,race-FNRRatio,diff:1-FNRto0-FNR,race-FNRDiff,0-calibration+,1-calibration+,sex-calibration+,0-calibration+_over_1-calibration+,sex-calibration+Ratio,diff:1-calibration+to0-calibration+,sex-calibration+Diff,0-calibration+,1-calibration+,race-calibration+,0-calibration+_over_1-calibration+,race-calibration+Ratio,diff:1-calibration+to0-calibration+,race-calibration+Diff,0-calibration-,1-calibration-,sex-calibration-,0-calibration-_over_1-calibration-,sex-calibration-Ratio,diff:1-calibration-to0-calibration-,sex-calibration-Diff,0-calibration-,1-calibration-,race-calibration-,0-calibration-_over_1-calibration-,race-calibration-Ratio,diff:1-calibration-to0-calibration-,race-calibration-Diff
UniversalGP,s_as_input=False,0,0.4906507105459985,0.4649122807017544,0.49594229035166815,0.48042728552671127,-0.029445490538809557,1.0350850865872325,1.0350850865872325,1.0170664408660235,0.4684014869888476,0.49625468164794007,0.4823280843183938,0.9438731851020552,0.9438731851020552,0.9721468053409075,0.9721468053409075,0.4965034965034965,0.4801670146137787,0.4883352555586376,1.0340224992398905,1.0340224992398905,1.0163364818897178,1.0163364818897178,0.5,0.45918367346938777,0.47959183673469385,1.0888888888888888,1.0888888888888888,1.0408163265306123,1.0408163265306123,0.5,0.36666666666666664,0.43333333333333335,1.3636363636363638,1.3636363636363638,1.1333333333333333,1.1333333333333333,0.4641350210970464,0.5045871559633027,0.48436108853017457,0.9198312236286921,0.9198312236286921,0.9595478651337437,0.9595478651337437,0.4956521739130435,0.4964200477326969,0.4960361108228702,0.9984531772575251,0.9984531772575251,0.9992321261803466,0.9992321261803466,0.5358649789029536,0.4954128440366973,0.5156389114698254,1.081653383341147,1.081653383341147,1.0404521348662563,1.0404521348662563,0.5043478260869565,0.5035799522673031,0.5039638891771299,1.0015248300020605,1.0015248300020605,1.0007678738196533,1.0007678738196533,0.5,0.5408163265306123,0.5204081632653061,0.9245283018867924,0.9245283018867924,0.9591836734693877,0.9591836734693877,0.5,0.6333333333333333,0.5666666666666667,0.7894736842105263,0.7894736842105263,0.8666666666666667,0.8666666666666667,0.11188811188811189,0.1724137931034483,0.14215095249578008,0.6489510489510489,0.6489510489510489,0.9394743187846636,0.9394743187846636,0.19444444444444445,0.0944206008583691,0.14443252265140677,2.0593434343434343,2.0593434343434343,1.1000238435860754,1.1000238435860754,0.12698412698412698,0.19413919413919414,0.16056166056166055,0.6540880503144654,0.6540880503144654,0.9328449328449329,0.9328449328449329,0.19718309859154928,0.15447154471544716,0.17582732165349824,1.2765011119347665,1.2765011119347665,1.042711553876102,1.042711553876102
UniversalGP,s_as_input=False,1,0.5205684367988033,0.4978165938864629,0.5252707581227437,0.5115436760046033,0.017412269081762678,1.0537598392229106,1.0537598392229106,1.0248805867477935,0.4793103448275862,0.5319961795606495,0.5056532621941179,0.9009657648733982,0.9009657648733982,0.9473141652669368,0.9473141652669368,0.511137162954279,0.5371900826446281,0.5241636227994535,0.9515014879610425,0.9515014879610425,0.9739470803096509,0.9739470803096509,0.48148148148148145,0.5,0.4907407407407407,0.9629629629629629,0.9629629629629629,0.9814814814814814,0.9814814814814814,0.49700598802395207,0.5,0.49850299401197606,0.9940119760479041,0.9940119760479041,0.9970059880239521,0.9970059880239521,0.4790874524714829,0.5396449704142012,0.5093662114428421,0.887782669601761,0.887782669601761,0.9394424820572816,0.9394424820572816,0.5145772594752187,0.542654028436019,0.5286156439556189,0.9482602772862109,0.9482602772862109,0.9719232310391998,0.9719232310391998,0.5209125475285171,0.46035502958579877,0.49063378855715795,1.1315452510580901,1.1315452510580901,1.0605575179427182,1.0605575179427182,0.4854227405247813,0.45734597156398105,0.47138435604438117,1.0613906554479673,1.0613906554479673,1.0280767689608004,1.0280767689608004,0.5185185185185186,0.5,0.5092592592592593,1.0370370370370372,1.0370370370370372,1.0185185185185186,1.0185185185185186,0.5029940119760479,0.5,0.5014970059880239,1.0059880239520957,1.0059880239520957,1.0029940119760479,1.0029940119760479,0.08666666666666667,0.20612244897959184,0.14639455782312927,0.42046204620462047,0.42046204620462047,0.8805442176870748,0.8805442176870748,0.19951923076923078,0.13839285714285715,0.16895604395604397,1.4416873449131513,1.4416873449131513,1.0611263736263736,1.0611263736263736,0.1,0.1813285457809695,0.14066427289048475,0.5514851485148515,0.5514851485148515,0.9186714542190305,0.9186714542190305,0.19221967963386727,0.11923076923076924,0.15572522443231826,1.6121650549937254,1.6121650549937254,1.072988910403098,1.072988910403098
UniversalGP,s_as_input=False,2,0.4913986537023186,0.46956521739130436,0.4959349593495935,0.4827500883704489,-0.026040914041371824,0.9940688018979834,0.9940688018979834,0.9970344009489918,0.48936170212765956,0.4919431279620853,0.49065241504487245,0.9947525929569959,0.9947525929569959,0.9974185741655743,0.9974185741655743,0.4851720047449585,0.5020242914979757,0.4935981481214671,0.9664313320322964,0.9664313320322964,0.9831477132469828,0.9831477132469828,0.42857142857142855,0.4752475247524752,0.4519094766619519,0.9017857142857143,0.9017857142857143,0.9533239038189534,0.9533239038189534,0.4556213017751479,0.5081967213114754,0.48190901154331167,0.8965451422027104,0.8965451422027104,0.9474245804636725,0.9474245804636725,0.49606299212598426,0.4958968347010551,0.49597991341351966,1.0003350644999163,1.0003350644999163,1.0001661574249292,1.0001661574249292,0.49258160237388726,0.5011547344110855,0.4968681683924864,0.9828932434465123,0.9828932434465123,0.9914268679628018,0.9914268679628018,0.5039370078740157,0.5041031652989449,0.5040200865864803,0.9996703900384544,0.9996703900384544,0.9998338425750708,0.9998338425750708,0.5074183976261127,0.4988452655889145,0.5031318316075136,1.0171859545004946,1.0171859545004946,1.0085731320371982,1.0085731320371982,0.5714285714285714,0.5247524752475248,0.5480905233380481,1.0889487870619945,1.0889487870619945,1.0466760961810466,1.0466760961810466,0.5443786982248521,0.4918032786885246,0.5180909884566883,1.1069033530571992,1.1069033530571992,1.0525754195363275,1.0525754195363275,0.08571428571428572,0.18250950570342206,0.1341118957088539,0.46964285714285714,0.46964285714285714,0.9032047800108637,0.9032047800108637,0.18377088305489261,0.12550607287449392,0.15463847796469327,1.4642389714373703,1.4642389714373703,1.0582648101803986,1.0582648101803986,0.11267605633802817,0.2003780718336484,0.15652706408583827,0.5623173000265745,0.5623173000265745,0.9122979845043798,0.9122979845043798,0.2169811320754717,0.1214574898785425,0.1692193109770071,1.7864779874213839,1.7864779874213839,1.0955236421969292,1.0955236421969292
UniversalGP,s_as_input=False,3,0.5026178010471204,0.5320197044334976,0.4973544973544973,0.5146871008939975,0.021084488318913047,1.021965317919075,1.021965317919075,1.0109826589595374,0.46808510638297873,0.5118483412322274,0.4899667238076031,0.9144996059889677,0.9144996059889677,0.9562367651507513,0.9562367651507513,0.5052023121387283,0.4978813559322034,0.5015418340354658,1.0147042184233181,1.0147042184233181,1.007320956206525,1.007320956206525,0.5238095238095238,0.532967032967033,0.5283882783882784,0.9828178694158076,0.9828178694158076,0.9908424908424909,0.9908424908424909,0.5466666666666666,0.49056603773584906,0.5186163522012579,1.1143589743589744,1.1143589743589744,1.0561006289308175,1.0561006289308175,0.46360153256704983,0.5074455899198167,0.48552356124343327,0.9135985054876626,0.9135985054876626,0.9561559426472331,0.9561559426472331,0.4965034965034965,0.4988066825775656,0.49765508954053106,0.9953826078227993,0.9953826078227993,0.9976968139259309,0.9976968139259309,0.5363984674329502,0.4925544100801833,0.5144764387565668,1.0890136327185242,1.0890136327185242,1.043844057352767,1.043844057352767,0.5034965034965035,0.5011933174224343,0.5023449104594689,1.0045954045954049,1.0045954045954049,1.0023031860740692,1.0023031860740692,0.47619047619047616,0.46703296703296704,0.4716117216117216,1.0196078431372548,1.0196078431372548,1.0091575091575091,1.0091575091575091,0.45333333333333337,0.5094339622641509,0.48138364779874215,0.8898765432098766,0.8898765432098766,0.9438993710691824,0.9438993710691824,0.0728476821192053,0.1840607210626186,0.12845420159091195,0.39578070594661025,0.39578070594661025,0.8887869610565867,0.8887869610565867,0.18552036199095023,0.11016949152542373,0.14784492675818697,1.6839540549947791,1.6839540549947791,1.0753508704655266,1.0753508704655266,0.07633587786259542,0.16098484848484848,0.11866036317372194,0.4741805118994163,0.4741805118994163,0.9153510293777469,0.9153510293777469,0.1607565011820331,0.11440677966101695,0.13758164042152504,1.4051308992207339,1.4051308992207339,1.0463497215210162,1.0463497215210162
UniversalGP,s_as_input=False,4,0.512341062079282,0.48695652173913045,0.5176151761517616,0.502285848945446,0.0034527089391280046,1.0075662482566248,1.0075662482566248,1.0036384976525823,0.5,0.5155807365439093,0.5077903682719547,0.9697802197802198,0.9697802197802198,0.9844192634560907,0.9844192634560907,0.5095238095238095,0.5171026156941649,0.5133132126089872,0.9853437094682231,0.9853437094682231,0.9924211938296446,0.9924211938296446,0.4827586206896552,0.48756218905472637,0.4851604048721908,0.9901477832512315,0.9901477832512315,0.9951964316349289,0.9951964316349289,0.48466257668711654,0.4925373134328358,0.48859994505997617,0.9840118981223276,0.9840118981223276,0.9921252632542807,0.9921252632542807,0.5020080321285141,0.5221445221445221,0.5120762771365182,0.961435025817556,0.961435025817556,0.979863509983992,0.979863509983992,0.5155096011816839,0.5209302325581395,0.5182199168699118,0.9895943236969824,0.9895943236969824,0.9945793686235443,0.9945793686235443,0.4979919678714859,0.4778554778554779,0.4879237228634819,1.042139288862768,1.042139288862768,1.0201364900160081,1.0201364900160081,0.4844903988183161,0.4790697674418605,0.4817800831300883,1.0113149101547376,1.0113149101547376,1.0054206313764555,1.0054206313764555,0.5172413793103448,0.5124378109452736,0.5148395951278092,1.009373953799799,1.009373953799799,1.0048035683650711,1.0048035683650711,0.5153374233128835,0.5074626865671642,0.5114000549400238,1.0155178635871527,1.0155178635871527,1.0078747367457193,1.0078747367457193,0.10144927536231885,0.19291338582677164,0.14718133059454525,0.5258799171842651,0.5258799171842651,0.9085358895355472,0.9085358895355472,0.1941031941031941,0.13807531380753138,0.16608925395536273,1.4057776785049512,1.4057776785049512,1.0560278802956626,1.0560278802956626,0.10714285714285714,0.1869328493647913,0.1470378532538242,0.5731622746185853,0.5731622746185853,0.9202100077780658,0.9202100077780658,0.19399538106235567,0.13178294573643412,0.1628891633993949,1.4720825974731693,1.4720825974731693,1.0622124353259215,1.0622124353259215
UniversalGP,s_as_input=False,5,0.4981301421091997,0.5070422535211268,0.49644128113879005,0.5017417673299585,0.0025498015502492515,1.0260263377296515,1.0260263377296515,1.0128990182607485,0.5318352059925093,0.4897196261682243,0.5107774160803669,1.0859993710152385,1.0859993710152385,1.042115579824285,1.042115579824285,0.5005675368898979,0.4934210526315789,0.4969942947607384,1.014483541430193,1.014483541430193,1.0071464842583189,1.0071464842583189,0.45454545454545453,0.5130890052356021,0.48381722989052833,0.885899814471243,0.885899814471243,0.9414564493098525,0.9414564493098525,0.5253164556962026,0.45454545454545453,0.4899309551208285,1.1556962025316457,1.1556962025316457,1.070771001150748,1.070771001150748,0.5387755102040817,0.48464163822525597,0.5117085742146688,1.1116987640126474,1.1116987640126474,1.0541338719788258,1.0541338719788258,0.4951590594744122,0.49875311720698257,0.4969560883406974,0.9927939142461963,0.9927939142461963,0.9964059422674296,0.9964059422674296,0.46122448979591835,0.515358361774744,0.4882914257853312,0.894958778213272,0.894958778213272,0.9458661280211743,0.9458661280211743,0.5048409405255878,0.5012468827930174,0.5030439116593026,1.007170234580899,1.007170234580899,1.0035940577325704,1.0035940577325704,0.5454545454545454,0.4869109947643979,0.5161827701094717,1.1202346041055717,1.1202346041055717,1.0585435506901475,1.0585435506901475,0.47468354430379744,0.5454545454545454,0.5100690448791714,0.870253164556962,0.870253164556962,0.929228998849252,0.929228998849252,0.08130081300813008,0.17785843920145192,0.129579626104791,0.45710967313754763,0.45710967313754763,0.9034423738066781,0.9034423738066781,0.18526785714285715,0.11061946902654868,0.14794366308470291,1.6748214285714285,1.6748214285714285,1.0746483881163085,1.0746483881163085,0.08333333333333333,0.1791907514450867,0.13126204238921002,0.4650537634408602,0.4650537634408602,0.9041425818882466,0.9041425818882466,0.17321016166281755,0.13043478260869565,0.15182247213575661,1.327944572748268,1.327944572748268,1.0427753790541219,1.0427753790541219
UniversalGP,s_as_input=False,6,0.506357516828721,0.46543778801843316,0.5142857142857142,0.4898617511520737,-0.014962319227008117,1.0934307030189514,1.0934307030189514,1.0425712477465383,0.5254237288135594,0.5009596928982726,0.513191710855916,1.0488343398922009,1.0488343398922009,1.0244640359152868,1.0244640359152868,0.49108204518430437,0.532258064516129,0.5116700548502167,0.9226389939826325,0.9226389939826325,0.9588239806681753,0.9588239806681753,0.4583333333333333,0.46632124352331605,0.4623272884283247,0.9828703703703704,0.9828703703703704,0.9920120898100173,0.9920120898100173,0.47058823529411764,0.453125,0.4618566176470588,1.0385395537525355,1.0385395537525355,1.0174632352941178,1.0174632352941178,0.5313653136531366,0.508833922261484,0.5200996179573103,1.044280442804428,1.044280442804428,1.0225313913916525,1.0225313913916525,0.4956395348837209,0.5439814814814815,0.5198105081826012,0.9111331024245423,0.9111331024245423,0.9516580534022394,0.9516580534022394,0.46863468634686345,0.49116607773851595,0.4799003820426897,0.9541267355119593,0.9541267355119593,0.9774686086083475,0.9774686086083475,0.5043604651162791,0.4560185185185185,0.4801894918173988,1.1060087356864599,1.1060087356864599,1.0483419465977606,1.0483419465977606,0.5416666666666667,0.533678756476684,0.5376727115716753,1.0149676375404533,1.0149676375404533,1.007987910189983,1.007987910189983,0.5294117647058824,0.546875,0.5381433823529411,0.9680672268907563,0.9680672268907563,0.9825367647058824,0.9825367647058824,0.07971014492753623,0.17751479289940827,0.12861246891347225,0.44903381642512075,0.44903381642512075,0.902195352028128,0.902195352028128,0.1718377088305489,0.12831858407079647,0.1500781464506727,1.3391490412311742,1.3391490412311742,1.0435191247597524,1.0435191247597524,0.08280254777070063,0.1925233644859813,0.13766295612834098,0.43009090346917317,0.43009090346917317,0.8902791832847193,0.8902791832847193,0.19194312796208532,0.12962962962962962,0.16078637879585747,1.4807041299932298,1.4807041299932298,1.0623134983324558,1.0623134983324558
UniversalGP,s_as_input=False,7,0.5041136873597607,0.4885844748858447,0.5071556350626119,0.4978700549742283,-0.003153504937292371,0.9911809629435057,0.9911809629435057,0.9956353849190873,0.47330960854092524,0.5123106060606061,0.4928101073007657,0.9238723597397727,0.9238723597397727,0.9609990024803192,0.9609990024803192,0.5070921985815603,0.4989816700610998,0.50303693432133,1.0162541612389637,1.0162541612389637,1.0081105285204606,1.0081105285204606,0.5769230769230769,0.47668393782383417,0.5268035073734555,1.210284280936455,1.210284280936455,1.1002391390992428,1.1002391390992428,0.49390243902439024,0.4727272727272727,0.48331485587583145,1.0447936210131332,1.0447936210131332,1.0211751662971176,1.0211751662971176,0.4627450980392157,0.5202780996523755,0.4915115988457956,0.8894187519105637,0.8894187519105637,0.9424669983868402,0.9424669983868402,0.5102639296187683,0.5022935779816514,0.5062787538002098,1.015867914674808,1.015867914674808,1.007970351637117,1.007970351637117,0.5372549019607843,0.4797219003476245,0.5084884011542044,1.1199299043288813,1.1199299043288813,1.0575330016131597,1.0575330016131597,0.4897360703812317,0.4977064220183486,0.49372124619979013,0.983985837263673,0.983985837263673,0.9920296483628831,0.9920296483628831,0.42307692307692313,0.5233160621761659,0.4731964926265445,0.8084539223153084,0.8084539223153084,0.8997608609007572,0.8997608609007572,0.5060975609756098,0.5272727272727273,0.5166851441241685,0.9598402018502943,0.9598402018502943,0.9788248337028824,0.9788248337028824,0.09868421052631579,0.18181818181818182,0.1402511961722488,0.5427631578947368,0.5427631578947368,0.9168660287081339,0.9168660287081339,0.19518072289156627,0.10699588477366255,0.1510883038326144,1.8241890639481002,1.8241890639481002,1.0881848381179038,1.0881848381179038,0.08527131782945736,0.18363636363636363,0.1344538407329105,0.4643487604574411,0.4643487604574411,0.9016349541930937,0.9016349541930937,0.1925754060324826,0.11693548387096774,0.15475544495172516,1.6468517481398512,1.6468517481398512,1.075639922161515,1.075639922161515
UniversalGP,s_as_input=False,8,0.4951383694839192,0.4834123222748815,0.49733570159857904,0.49037401193673025,-0.01403732797963345,0.9828746848980214,0.9828746848980214,0.9913497897133156,0.5136986301369864,0.48995215311004786,0.5018253916235171,1.048466930650685,1.048466930650685,1.0237464770269384,1.0237464770269384,0.49292452830188677,0.49897750511247446,0.4959510167071806,0.987869239096814,0.987869239096814,0.9939470231894123,0.9939470231894123,0.5769230769230769,0.4702702702702703,0.5235966735966736,1.2267904509283818,1.2267904509283818,1.1066528066528065,1.1066528066528065,0.46938775510204084,0.515625,0.49250637755102045,0.9103277674706246,0.9103277674706246,0.9537627551020409,0.9537627551020409,0.5075187969924813,0.4941860465116279,0.5008524217520546,1.0269792127377269,1.0269792127377269,1.0133327504808534,1.0133327504808534,0.4978601997146933,0.4964705882352941,0.4971653939749937,1.0027989804679842,1.0027989804679842,1.0013896114793992,1.0013896114793992,0.49248120300751874,0.5058139534883721,0.4991475782479454,0.9736409990493474,0.9736409990493474,0.9866672495191466,0.9866672495191466,0.5021398002853067,0.5035294117647059,0.5028346060250063,0.9972402575759596,0.9972402575759596,0.9986103885206008,0.9986103885206008,0.42307692307692313,0.5297297297297296,0.4764033264033264,0.7986656200941917,0.7986656200941917,0.8933471933471935,0.8933471933471935,0.5306122448979591,0.484375,0.5074936224489796,1.0954575378538511,1.0954575378538511,1.046237244897959,1.046237244897959,0.10273972602739725,0.16666666666666666,0.13470319634703196,0.6164383561643836,0.6164383561643836,0.9360730593607306,0.9360730593607306,0.16389548693586697,0.13360323886639677,0.1487493629011319,1.2267328870654284,1.2267328870654284,1.0302922480694703,1.0302922480694703,0.07534246575342465,0.18738049713193117,0.1313614814426779,0.4020827509085826,0.4020827509085826,0.8879619686214935,0.8879619686214935,0.18266978922716628,0.128099173553719,0.15538448139044264,1.4260028707411048,1.4260028707411048,1.0545706156734473,1.0545706156734473
UniversalGP,s_as_input=False,9,0.4981301421091997,0.48292682926829267,0.5008833922261484,0.49190511074722054,-0.011666738921164028,0.9643424979777037,0.9643424979777037,0.9818948342444929,0.49337748344370863,0.4995169082125604,0.4964471958281345,0.9877092753660318,0.9877092753660318,0.9938605752311482,0.9938605752311482,0.49695493300852617,0.5,0.49847746650426306,0.9939098660170523,0.9939098660170523,0.9969549330085261,0.9969549330085261,0.3333333333333333,0.5027624309392266,0.41804788213627997,0.6630036630036629,0.6630036630036629,0.8305709023941068,0.8305709023941068,0.46099290780141844,0.53125,0.4961214539007092,0.8677513558614935,0.8677513558614935,0.9297429078014184,0.9297429078014184,0.5071942446043165,0.49882903981264637,0.5030116422084814,1.016769682845273,1.016769682845273,1.0083652047916702,1.0083652047916702,0.5044117647058823,0.49557522123893805,0.4999934929724102,1.0178308823529412,1.0178308823529412,1.0088365434669444,1.0088365434669444,0.4928057553956835,0.5011709601873536,0.49698835779151856,0.9833086801586769,0.9833086801586769,0.9916347952083299,0.9916347952083299,0.49558823529411766,0.504424778761062,0.5000065070275899,0.9824819401444789,0.9824819401444789,0.9911634565330557,0.9911634565330557,0.6666666666666667,0.49723756906077343,0.5819521178637201,1.340740740740741,1.340740740740741,1.1694290976058932,1.1694290976058932,0.5390070921985816,0.46875,0.5038785460992907,1.1498817966903074,1.1498817966903074,1.0702570921985815,1.0702570921985815,0.05517241379310345,0.17533718689788053,0.11525480034549199,0.3146646456991285,0.3146646456991285,0.879835226895223,0.879835226895223,0.16169154228855723,0.1297709923664122,0.1457312673274847,1.2459760023412352,1.2459760023412352,1.031920549922145,1.031920549922145,0.10191082802547771,0.1744186046511628,0.13816471633832025,0.5842887473460722,0.5842887473460722,0.9274922233743149,0.9274922233743149,0.18138424821002386,0.11811023622047244,0.14974724221524816,1.535719968178202,1.535719968178202,1.0632740119895514,1.0632740119895514
