algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,0-accuracy,1-accuracy,race-accuracy,0-accuracy_over_1-accuracy,race-accuracyRatio,diff:1-accuracyto0-accuracy,race-accuracyDiff,0-accuracy,1-accuracy,sex-accuracy,0-accuracy_over_1-accuracy,sex-accuracyRatio,diff:1-accuracyto0-accuracy,sex-accuracyDiff,0-TPR,1-TPR,race-TPR,0-TPR_over_1-TPR,race-TPRRatio,diff:1-TPRto0-TPR,race-TPRDiff,0-TPR,1-TPR,sex-TPR,0-TPR_over_1-TPR,sex-TPRRatio,diff:1-TPRto0-TPR,sex-TPRDiff,0-TNR,1-TNR,race-TNR,0-TNR_over_1-TNR,race-TNRRatio,diff:1-TNRto0-TNR,race-TNRDiff,0-TNR,1-TNR,sex-TNR,0-TNR_over_1-TNR,sex-TNRRatio,diff:1-TNRto0-TNR,sex-TNRDiff,0-FPR,1-FPR,race-FPR,0-FPR_over_1-FPR,race-FPRRatio,diff:1-FPRto0-FPR,race-FPRDiff,0-FPR,1-FPR,sex-FPR,0-FPR_over_1-FPR,sex-FPRRatio,diff:1-FPRto0-FPR,sex-FPRDiff,0-FNR,1-FNR,race-FNR,0-FNR_over_1-FNR,race-FNRRatio,diff:1-FNRto0-FNR,race-FNRDiff,0-FNR,1-FNR,sex-FNR,0-FNR_over_1-FNR,sex-FNRRatio,diff:1-FNRto0-FNR,sex-FNRDiff,0-calibration+,1-calibration+,race-calibration+,0-calibration+_over_1-calibration+,race-calibration+Ratio,diff:1-calibration+to0-calibration+,race-calibration+Diff,0-calibration+,1-calibration+,sex-calibration+,0-calibration+_over_1-calibration+,sex-calibration+Ratio,diff:1-calibration+to0-calibration+,sex-calibration+Diff,0-calibration-,1-calibration-,race-calibration-,0-calibration-_over_1-calibration-,race-calibration-Ratio,diff:1-calibration-to0-calibration-,race-calibration-Diff,0-calibration-,1-calibration-,sex-calibration-,0-calibration-_over_1-calibration-,sex-calibration-Ratio,diff:1-calibration-to0-calibration-,sex-calibration-Diff
UniversalGP,s_as_input=False,0,0.8505072607917247,0.5652872639614303,0.9443489755452743,0.7548181197533523,0.5702887030913604,0.6850008966536546,0.6850008966536546,0.9400332333420705,0.898186889818689,0.8425754060324826,0.8703811479255859,1.0660017885497866,1.0660017885497866,1.0556114837862065,1.0556114837862065,0.9247051708497127,0.8141396176078257,0.8694223942287692,1.1358066243806684,1.1358066243806684,1.110565553241887,1.110565553241887,0.5879828326180258,0.5629432624113475,0.5754630475146867,1.0444797404616268,1.0444797404616268,1.0250395702066784,1.0250395702066784,0.5078947368421053,0.5756282598387862,0.5417614983404457,0.882331136738056,0.882331136738056,0.9322664770033191,0.9322664770033191,0.958368026644463,0.9417033312382149,0.9500356789413389,1.0176963326489843,1.0176963326489843,1.0166646954062482,1.0166646954062482,0.9788179022890331,0.9225959465286762,0.9507069244088546,1.0609388714224202,1.0609388714224202,1.056221955760357,1.056221955760357,0.04163197335553703,0.058296668761785075,0.049964321058661054,0.7141398340556268,0.7141398340556268,0.983335304593752,0.983335304593752,0.021182097710966907,0.07740405347132384,0.049293075591145374,0.2736561815695391,0.2736561815695391,0.9437780442396431,0.9437780442396431,0.41201716738197425,0.4370567375886525,0.42453695248531337,0.942708650723868,0.942708650723868,0.9749604297933218,0.9749604297933218,0.4921052631578947,0.4243717401612138,0.45823850165955426,1.1596089385474861,1.1596089385474861,1.067733522996681,1.067733522996681,0.732620320855615,0.7739183424741012,0.7532693316648581,0.9466377531685545,0.9466377531685545,0.9587019783815138,0.9587019783815138,0.7568627450980392,0.77177368086459,0.7643182129813146,0.9806796524211002,0.9806796524211002,0.9850890642334492,0.9850890642334492,0.07698476343223737,0.14128098581458662,0.109132874623412,0.544905338735887,0.544905338735887,0.9357037776176508,0.9357037776176508,0.06127129750982962,0.1729802860456127,0.11712579177772116,0.35420971320207645,0.35420971320207645,0.888291011464217,0.888291011464217
UniversalGP,s_as_input=False,1,0.840362044957231,0.5786625434866641,0.9310298647381813,0.7548462041124226,0.5569079689154991,0.5935410318204027,0.5935410318204027,0.9138425114157421,0.89587852494577,0.8315073232614462,0.8636929241036081,1.0774150748689004,1.0774150748689004,1.0643712016843239,1.0643712016843239,0.9190769230769231,0.8027630805408583,0.8609200018088907,1.1448918682928204,1.1448918682928204,1.1163138425360648,1.1163138425360648,0.5681818181818182,0.5796366708914238,0.573909244536621,0.9802378743705275,0.9802378743705275,0.9885451472903944,0.9885451472903944,0.5702702702702702,0.5800631483987371,0.5751667093345036,0.9831175654659323,0.9831175654659323,0.9902071218715331,0.9902071218715331,0.9578675838349097,0.9260786802030457,0.9419731320189777,1.0343263529454043,1.0343263529454043,1.031788903631864,1.031788903631864,0.9638888888888889,0.9103989535644212,0.937143921226655,1.0587543901660281,1.0587543901660281,1.0534899353244676,1.0534899353244676,0.042132416165090336,0.07392131979695427,0.0580268679810223,0.5699629860616516,0.5699629860616516,0.9682110963681361,0.9682110963681361,0.036111111111111094,0.08960104643557876,0.06285607877334493,0.4030210867802109,0.4030210867802109,0.9465100646755323,0.9465100646755323,0.43181818181818177,0.4203633291085762,0.426090755463379,1.0272498857925993,1.0272498857925993,1.0114548527096057,1.0114548527096057,0.4297297297297298,0.41993685160126293,0.42483329066549635,1.0233198827183791,1.0233198827183791,1.0097928781284669,1.0097928781284669,0.7183908045977011,0.7464635473340587,0.7324271759658799,0.962392346101002,0.962392346101002,0.9719272572636424,0.9719272572636424,0.6698412698412698,0.7578078962875663,0.7138245830644181,0.8839196227998716,0.8839196227998716,0.9120333735537035,0.9120333735537035,0.07857733664185278,0.14561685935899313,0.11209709800042295,0.539617026405809,0.539617026405809,0.9329604772828597,0.9329604772828597,0.05417376490630324,0.1822988055609947,0.11823628523364897,0.2971701582991307,0.2971701582991307,0.8718749593453086,0.8718749593453086
UniversalGP,s_as_input=False,2,0.8517008155957828,0.5955853370122192,0.9381402155115073,0.7668627762618632,0.5833848002936879,0.6718920429303437,0.6718920429303437,0.9324383315099668,0.899641577060932,0.8439773645917542,0.8718094708263431,1.0659546272264109,1.0659546272264109,1.0556642124691777,1.0556642124691777,0.9257681776696075,0.8157233633811143,0.870745770525361,1.1349045757772163,1.1349045757772163,1.1100448142884933,1.1100448142884933,0.6244131455399061,0.5929432013769363,0.6086781734584212,1.0530741293430637,1.0530741293430637,1.0314699441629698,1.0314699441629698,0.56282722513089,0.6013921113689095,0.5821096682498997,0.9358739738866266,0.9358739738866266,0.9614351137619805,0.9614351137619805,0.949238578680203,0.936069455406472,0.9426540170433375,1.014068532198834,1.014068532198834,1.013169123273731,1.013169123273731,0.9734939759036144,0.9158716392020815,0.944682807552848,1.0629152975538518,1.0629152975538518,1.057622336701533,1.057622336701533,0.050761421319796995,0.06393054459352798,0.05734598295666249,0.7940088989158374,0.7940088989158374,0.986830876726269,0.986830876726269,0.026506024096385583,0.08412836079791852,0.05531719244715205,0.3150664513725006,0.3150664513725006,0.9423776632984671,0.9423776632984671,0.3755868544600939,0.40705679862306365,0.39132182654157877,0.922689058948476,0.922689058948476,0.9685300558370302,0.9685300558370302,0.43717277486911,0.39860788863109053,0.41789033175010026,1.0967489288043446,1.0967489288043446,1.0385648862380195,1.0385648862380195,0.689119170984456,0.7728547392035895,0.7309869550940227,0.891654195838378,0.891654195838378,0.9162644317808665,0.9162644317808665,0.7363013698630136,0.7695961995249406,0.7529487846939771,0.9567372738034837,0.9567372738034837,0.966705170338073,0.966705170338073,0.06655574043261231,0.13757998836532867,0.10206786439897049,0.4837603289795373,0.4837603289795373,0.9289757520672837,0.9289757520672837,0.05575959933222037,0.16899468817627386,0.11237714375424712,0.3299488281789012,0.3299488281789012,0.8867649111559465,0.8867649111559465
UniversalGP,s_as_input=False,3,0.8518997413964591,0.5597738287560582,0.947347585114806,0.7535607069354321,0.5717668393333399,0.6676416756694392,0.6676416756694392,0.9380799228914909,0.8995080815179198,0.8440505155833623,0.8717792985506411,1.0657040839507435,1.0657040839507435,1.0554575659345575,1.0554575659345575,0.9319213313161876,0.8127129945177063,0.8723171629169469,1.1466795013770192,1.1466795013770192,1.1192083367984813,1.1192083367984813,0.5765765765765766,0.5581188997338066,0.5673477381551916,1.0330712270298916,1.0330712270298916,1.01845767684277,1.01845767684277,0.5123287671232877,0.5679772619611558,0.5401530145422218,0.902023375644087,0.902023375644087,0.9443515051621318,0.9443515051621318,0.9592006661115737,0.9451152579582875,0.9521579620349306,1.0149033761064388,1.0149033761064388,1.0140854081532862,1.0140854081532862,0.9840136054421769,0.9241052177662785,0.9540594116042277,1.0648285352405078,1.0648285352405078,1.0599083876758983,1.0599083876758983,0.04079933388842627,0.05488474204171245,0.04784203796506936,0.743363863447126,0.743363863447126,0.9859145918467138,0.9859145918467138,0.015986394557823136,0.07589478223372148,0.04594058839577231,0.21063891465677176,0.21063891465677176,0.9400916123241017,0.9400916123241017,0.42342342342342343,0.4418811002661934,0.43265226184480843,0.9582293136510004,0.9582293136510004,0.98154232315723,0.98154232315723,0.4876712328767123,0.43202273803884417,0.45984698545777825,1.12880918048546,1.12880918048546,1.0556484948378682,1.0556484948378682,0.7231638418079096,0.7823383084577115,0.7527510751328106,0.9243620489881706,0.9243620489881706,0.9408255333501981,0.9408255333501981,0.7991452991452992,0.7730496453900709,0.786097472267685,1.0337567631145614,1.0337567631145614,1.0260956537552284,1.0260956537552284,0.0754414125200642,0.14181973515591628,0.10863057383799024,0.5319528515345491,0.5319528515345491,0.9336216773641479,0.9336216773641479,0.05796157603386519,0.17545209696036937,0.11670683649711727,0.3303555616491571,0.3303555616491571,0.8825094790734959,0.8825094790734959
UniversalGP,s_as_input=False,4,0.844937338372787,0.568903173965448,0.9357567746199603,0.7523299742927041,0.5561326742929926,0.6444879830374696,0.6444879830374696,0.9293313474569187,0.8879941434846267,0.8381675874769797,0.8630808654808032,1.0594470088704253,1.0594470088704253,1.049826556007647,1.049826556007647,0.9248029108550637,0.8059502664298401,0.8653765886424519,1.1474689560581837,1.1474689560581837,1.1188526444252236,1.1188526444252236,0.555,0.5701179554390564,0.5625589777195282,0.9734827586206897,0.9734827586206897,0.9848820445609436,0.9848820445609436,0.5251396648044693,0.5762552792116378,0.5506974720080535,0.9112969264644332,0.9112969264644332,0.9488843855928315,0.9488843855928315,0.9451114922813036,0.9340521956555712,0.9395818439684374,1.0118401270048623,1.0118401270048623,1.0110592966257324,1.0110592966257324,0.9734693877551021,0.9117837837837838,0.9426265857694429,1.0676537629517067,1.0676537629517067,1.0616856039713183,1.0616856039713183,0.054888507718696355,0.06594780434442882,0.060418156031562587,0.8323022769951137,0.8323022769951137,0.9889407033742675,0.9889407033742675,0.026530612244897944,0.08821621621621623,0.057373414230557085,0.3007452981192475,0.3007452981192475,0.9383143960286817,0.9383143960286817,0.44499999999999995,0.4298820445609436,0.43744102228047177,1.0351676829268293,1.0351676829268293,1.0151179554390564,1.0151179554390564,0.4748603351955307,0.42374472078836223,0.4493025279919465,1.1206283214857986,1.1206283214857986,1.0511156144071685,1.0511156144071685,0.6342857142857142,0.7556456282570932,0.6949656712714037,0.8393957307060754,0.8393957307060754,0.878640086028621,0.878640086028621,0.706766917293233,0.7506112469437652,0.7286890821184991,0.941588498934633,0.941588498934633,0.9561556703494678,0.9561556703494678,0.07472712006717044,0.14135900014365751,0.10804306010541398,0.5286336207190787,0.5286336207190787,0.9333681199235129,0.9333681199235129,0.056068601583113456,0.1763671875,0.11621789454155673,0.3179083500615071,0.3179083500615071,0.8797014140831134,0.8797014140831134
UniversalGP,s_as_input=False,5,0.5103441416351701,0.5119654766575128,0.5097934710193205,0.5108794738384166,0.018932377584146256,1.005054615790306,1.005054615790306,1.002503912311768,0.523371104815864,0.508215690812312,0.5157933978140881,1.0298208305598124,1.0298208305598124,1.015155414003552,1.015155414003552,0.5009242144177449,0.5148354876615746,0.5078798510396598,0.9729791873768923,0.9729791873768923,0.9860887267561703,0.9860887267561703,0.5681818181818182,0.506655216831258,0.5374185175065381,1.1214368258859786,1.1214368258859786,1.0615266013505602,1.0615266013505602,0.4792746113989637,0.517799352750809,0.4985369820748864,0.9255990932642487,0.9255990932642487,0.9614752586481548,0.9614752586481548,0.5151006711409396,0.5087913828607635,0.5119460270008516,1.0124005407573946,1.0124005407573946,1.006309288280176,1.006309288280176,0.5038461538461538,0.5134553283100107,0.5086507410780823,0.9812852765682955,0.9812852765682955,0.9903908255361431,0.9903908255361431,0.4848993288590604,0.49120861713923647,0.48805397299914843,0.9871555830658654,0.9871555830658654,0.9936907117198239,0.9936907117198239,0.49615384615384617,0.48654467168998927,0.4913492589219177,1.0197498298162015,1.0197498298162015,1.009609174463857,1.009609174463857,0.43181818181818177,0.493344783168742,0.46258148249346187,0.8752868106654006,0.8752868106654006,0.9384733986494398,0.9384733986494398,0.5207253886010363,0.482200647249191,0.5014630179251136,1.079893591125639,1.079893591125639,1.0385247413518455,1.0385247413518455,0.17780938833570412,0.27563653352020556,0.22672296092795485,0.6450864334450418,0.6450864334450418,0.9021728548154986,0.9021728548154986,0.11533665835411472,0.33136094674556216,0.22334880254983844,0.348069558247239,0.348069558247239,0.7839757116085526,0.7839757116085526,0.13399153737658676,0.26347168080715433,0.19873160909187054,0.508561439947167,0.508561439947167,0.8705198565694324,0.8705198565694324,0.12241169305724726,0.3042590431738623,0.21333536811555479,0.4023272136148069,0.4023272136148069,0.8181526498833849,0.8181526498833849
UniversalGP,s_as_input=False,6,0.5002983887010145,0.5079617834394905,0.4977459559798462,0.5028538697096684,0.004942197513899544,1.0210720823034698,1.0210720823034698,1.0105813653608517,0.5044735030970406,0.4995930705731892,0.502033286835115,1.0097688154846745,1.0097688154846745,1.0048804325238514,1.0048804325238514,0.5026065624041705,0.4991903430001472,0.5008984527021588,1.0068435206167885,1.0068435206167885,1.0034162194040233,1.0034162194040233,0.5510204081632653,0.5033083370092634,0.5271643725862643,1.0947969021087838,1.0947969021087838,1.047712071154002,1.047712071154002,0.5080645161290323,0.5079439252336448,0.5080042206813385,1.0002374098584443,1.0002374098584443,1.0001205908953874,1.0001205908953874,0.49503311258278143,0.49826334070097883,0.49664822664188013,0.9935170263305886,0.9935170263305886,0.9967697718818026,0.9967697718818026,0.5019037729318103,0.4951644100580271,0.4985340914949187,1.0136103539286951,1.0136103539286951,1.0067393628737833,1.0067393628737833,0.5049668874172186,0.5017366592990211,0.5033517733581199,1.0064380946823988,1.0064380946823988,1.0032302281181975,1.0032302281181975,0.4980962270681897,0.504835589941973,0.5014659085050813,0.9866503808208967,0.9866503808208967,0.9932606371262167,0.9932606371262167,0.44897959183673475,0.49669166299073664,0.4728356274137357,0.9039402617174758,0.9039402617174758,0.9522879288459981,0.9522879288459981,0.49193548387096775,0.49205607476635516,0.49199577931866145,0.9997549244861073,0.9997549244861073,0.9998794091046126,0.9998794091046126,0.18120805369127516,0.26418152350081037,0.22269478859604275,0.6859225099847654,0.6859225099847654,0.9170265301904648,0.9170265301904648,0.1160933660933661,0.31635622817229336,0.21622479713282972,0.36697038260975706,0.36697038260975706,0.7997371379210727,0.7997371379210727,0.1553672316384181,0.2629612330686595,0.2091642323535388,0.590837021204002,0.590837021204002,0.8924059985697586,0.8924059985697586,0.11206368646662584,0.3136729222520107,0.21286830435931828,0.35726286369274735,0.35726286369274735,0.7983907642146151,0.7983907642146151
UniversalGP,s_as_input=False,7,0.8517008155957828,0.6246498599439776,0.9268034414295169,0.7757266506867473,0.5848525135660353,0.6382609201003161,0.6382609201003161,0.9199015281303832,0.892933618843683,0.8450248468739165,0.8689792328587997,1.056695104465863,1.056695104465863,1.0479087719697664,1.0479087719697664,0.9304829283297447,0.8140526238424225,0.8722677760860835,1.143025525718175,1.143025525718175,1.1164303044873223,1.1164303044873223,0.6081081081081081,0.6262626262626263,0.6171853671853672,0.9710113339145596,0.9710113339145596,0.9818454818454818,0.9818454818454818,0.5546448087431693,0.6366619784341303,0.5956533935886499,0.8711762717593374,0.8711762717593374,0.917982830309039,0.917982830309039,0.9465648854961832,0.9231493099121706,0.9348570977041769,1.0253648844586587,1.0253648844586587,1.0234155755840126,1.0234155755840126,0.9781629116117851,0.8950749464668094,0.9366189290392972,1.0928279419203437,1.0928279419203437,1.0830879651449759,1.0830879651449759,0.05343511450381677,0.07685069008782941,0.06514290229582309,0.6953107960741541,0.6953107960741541,0.9765844244159874,0.9765844244159874,0.021837088388214854,0.1049250535331906,0.06338107096070272,0.2081208219856395,0.2081208219856395,0.9169120348550243,0.9169120348550243,0.3918918918918919,0.3737373737373737,0.3828146328146328,1.0485756026296569,1.0485756026296569,1.0181545181545182,1.0181545181545182,0.44535519125683065,0.3633380215658697,0.4043466064113502,1.225732416710735,1.225732416710735,1.0820171696909608,1.0820171696909608,0.6818181818181818,0.744258872651357,0.7130385272347695,0.9161035318118066,0.9161035318118066,0.9375593091668247,0.9375593091668247,0.7631578947368421,0.7348484848484849,0.7490031897926634,1.0385241454150842,1.0385241454150842,1.0283094098883572,1.0283094098883572,0.07231920199501247,0.12631735193706398,0.09931827696603823,0.5725199340075194,0.5725199340075194,0.9460018500579485,0.9460018500579485,0.05460636515912898,0.15640766902119072,0.10550701709015985,0.34912843788836656,0.34912843788836656,0.8981986961379382,0.8981986961379382
UniversalGP,s_as_input=False,8,0.8518002784961209,0.5560955852571892,0.9480553724456163,0.7520754788514028,0.5701406281521325,0.6516178628834999,0.6516178628834999,0.9356591548568626,0.9025787965616046,0.8436128436128436,0.8730958200872241,1.0698969360118253,1.0698969360118253,1.058965952948761,1.058965952948761,0.9311841289522629,0.8142940831868776,0.8727391060695702,1.1435477036845416,1.1435477036845416,1.1168900457653854,1.1168900457653854,0.5714285714285714,0.5545657015590201,0.5629971364937958,1.0304073436603556,1.0304073436603556,1.0168628698695512,1.0168628698695512,0.4849315068493151,0.5684410646387833,0.5266862857440492,0.8530902093737114,0.8530902093737114,0.9164904422105318,0.9164904422105318,0.9658703071672355,0.9447996257601746,0.9553349664637051,1.0223017461402015,1.0223017461402015,1.021070681407061,1.021070681407061,0.988116043341489,0.9237933954276037,0.9559547193845463,1.0696288241854248,1.0696288241854248,1.0643226479138852,1.0643226479138852,0.03412969283276446,0.05520037423982538,0.04466503353629492,0.6182873450184135,0.6182873450184135,0.9789293185929391,0.9789293185929391,0.011883956658511052,0.07620660457239625,0.04404528061545365,0.1559439201522395,0.1559439201522395,0.9356773520861148,0.9356773520861148,0.4285714285714286,0.4454342984409799,0.43700286350620426,0.9621428571428573,0.9621428571428573,0.9831371301304487,0.9831371301304487,0.5150684931506849,0.4315589353612167,0.4733137142559508,1.193506728622292,1.193506728622292,1.0835095577894682,1.0835095577894682,0.7619047619047619,0.7786116322701688,0.7702581970874653,0.9785427423981641,0.9785427423981641,0.983293129634593,0.983293129634593,0.8388625592417062,0.7686375321336761,0.8037500456876912,1.0913629951338584,1.0913629951338584,1.07022502710803,1.07022502710803,0.0781758957654723,0.14166312508853945,0.10991951042700587,0.551843648208469,0.551843648208469,0.9365127706769328,0.9365127706769328,0.062354892205638474,0.17223065250379363,0.11729277235471605,0.3620429424098304,0.3620429424098304,0.8901242397018448,0.8901242397018448
UniversalGP,s_as_input=False,9,0.506266162721305,0.492203118752499,0.5109228121276314,0.5015629654400652,0.002703189501202551,1.0335590470666405,1.0335590470666405,1.0163630860913644,0.5025161754133717,0.5068682904305668,0.5046922329219692,0.9914137161480389,0.9914137161480389,0.9956478849828049,0.9956478849828049,0.5012277470841007,0.5086815773984696,0.5049546622412852,0.985346765745892,0.985346765745892,0.992546169685631,0.992546169685631,0.5203619909502263,0.48947368421052634,0.5049178375803763,1.0631051428015375,1.0631051428015375,1.0308883067396999,1.0308883067396999,0.4507042253521127,0.49906803355079216,0.4748861294514524,0.9030917531331782,0.9030917531331782,0.9516361918013205,0.9516361918013205,0.49914529914529915,0.5130816230612565,0.5061134611032778,0.9728379983036471,0.9728379983036471,0.9860636760840427,0.9860636760840427,0.5074061315880124,0.5131182795698924,0.5102622055789524,0.988867775307736,0.988867775307736,0.99428785201812,0.99428785201812,0.5008547008547009,0.4869183769387435,0.4938865388967222,1.0286214786214787,1.0286214786214787,1.0139363239159573,1.0139363239159573,0.4925938684119876,0.4868817204301076,0.4897377944210476,1.01173210605819,1.01173210605819,1.00571214798188,1.00571214798188,0.4796380090497737,0.5105263157894737,0.4950821624196237,0.9394971311284227,0.9394971311284227,0.9691116932603,0.9691116932603,0.5492957746478873,0.5009319664492078,0.5251138705485475,1.0965476580412707,1.0965476580412707,1.0483638081986795,1.0483638081986795,0.16405135520684735,0.26420454545454547,0.21412795033069643,0.6209255594925835,0.6209255594925835,0.8998468097523019,0.8998468097523019,0.10062893081761007,0.3211394302848576,0.2108841805512338,0.3133496585216896,0.3133496585216896,0.7794895005327525,0.7794895005327525,0.1536231884057971,0.26222122099571976,0.20792220470075845,0.5858533791523483,0.5858533791523483,0.8914019674100774,0.8914019674100774,0.11690647482014388,0.3106038717133776,0.21375517326676075,0.3763844738162958,0.3763844738162958,0.8063026031067663,0.8063026031067663
