algorithm,TNR0set,TNR1set,TPRset,TNR0num,TNR1num,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,0-accuracy-race,1-accuracy-race,race-accuracy,0-accuracy-race_over_1-accuracy-race,race-accuracyRatio,diff:1-accuracy-raceto0-accuracy-race,race-accuracyDiff,0-TPR-race,1-TPR-race,race-TPR,0-TPR-race_over_1-TPR-race,race-TPRRatio,diff:1-TPR-raceto0-TPR-race,race-TPRDiff,0-TNR-race,1-TNR-race,race-TNR,0-TNR-race_over_1-TNR-race,race-TNRRatio,diff:1-TNR-raceto0-TNR-race,race-TNRDiff,0-FPR-race,1-FPR-race,race-FPR,0-FPR-race_over_1-FPR-race,race-FPRRatio,diff:1-FPR-raceto0-FPR-race,race-FPRDiff,0-FNR-race,1-FNR-race,race-FNR,0-FNR-race_over_1-FNR-race,race-FNRRatio,diff:1-FNR-raceto0-FNR-race,race-FNRDiff,0-PR-race,1-PR-race,race-PR,0-PR-race_over_1-PR-race,race-PRRatio,diff:1-PR-raceto0-PR-race,race-PRDiff,0-calibration+-race,1-calibration+-race,race-calibration+,0-calibration+-race_over_1-calibration+-race,race-calibration+Ratio,diff:1-calibration+-raceto0-calibration+-race,race-calibration+Diff,0-calibration--race,1-calibration--race,race-calibration-,0-calibration--race_over_1-calibration--race,race-calibration-Ratio,diff:1-calibration--raceto0-calibration--race,race-calibration-Diff
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,0,0.668935343,0.574172892,0.748214286,0.661193589,0.327917649,1.943411424,1.943411424,1.231809664,0.664701548,0.677142857,0.670922202,0.981626758,0.981626758,0.98755869,0.98755869,0.645550528,0.401459854,0.523505191,1.608007679,1.608007679,1.244090674,1.244090674,0.682997118,0.854460094,0.768728606,0.799331792,0.799331792,0.828537024,0.828537024,0.317002882,0.145539906,0.231271394,2.178116575,2.178116575,1.171462976,1.171462976,0.354449472,0.598540146,0.476494809,0.592189972,0.592189972,0.755909326,0.755909326,0.47752395,0.245714286,0.361619118,1.943411424,1.943411424,1.231809664,1.231809664,0.660493827,0.639534884,0.650014355,1.032772166,1.032772166,1.020958943,1.020958943,0.33145275,0.310606061,0.321029405,1.067116172,1.067116172,1.02084669,1.02084669
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,1,0.662129315,0.529348986,0.773214286,0.651281636,0.313059285,2.063375092,2.063375092,1.227866091,0.660280029,0.665714286,0.662997158,0.991836954,0.991836954,0.994565744,0.994565744,0.604826546,0.346715328,0.475770937,1.744447091,1.744447091,1.258111218,1.258111218,0.713256484,0.870892019,0.792074251,0.818995316,0.818995316,0.842364465,0.842364465,0.286743516,0.129107981,0.207925749,2.220958868,2.220958868,1.157635535,1.157635535,0.395173454,0.653284672,0.524229063,0.604902382,0.604902382,0.741888782,0.741888782,0.442151805,0.214285714,0.32821876,2.063375092,2.063375092,1.227866091,1.227866091,0.668333333,0.633333333,0.650833333,1.055263158,1.055263158,1.035,1.035,0.346103038,0.325454545,0.335778792,1.06344509,1.06344509,1.020648493,1.020648493
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,2,0.672338357,0.564567769,0.7625,0.663533885,0.334505539,2.43448572,2.43448572,1.284847879,0.666175387,0.684285714,0.675230551,0.973533968,0.973533968,0.981889673,0.981889673,0.653092006,0.350364964,0.501728485,1.864033434,1.864033434,1.302727043,1.302727043,0.678674352,0.899061033,0.788867692,0.754870167,0.754870167,0.779613319,0.779613319,0.321325648,0.100938967,0.211132308,3.183365726,3.183365726,1.220386681,1.220386681,0.346907994,0.649635036,0.498271515,0.53400444,0.53400444,0.697272957,0.697272957,0.483419307,0.198571429,0.340995368,2.43448572,2.43448572,1.284847879,1.284847879,0.660060976,0.690647482,0.675354229,0.955713288,0.955713288,0.969413494,0.969413494,0.32810271,0.317290553,0.322696631,1.03407652,1.03407652,1.010812158,1.010812158
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,3,0.660184735,0.552828175,0.75,0.651414088,0.309500087,1.949086352,1.949086352,1.226424887,0.65954311,0.661428571,0.660485841,0.99714941,0.99714941,0.998114538,0.998114538,0.62745098,0.372262774,0.499856877,1.685505575,1.685505575,1.255188207,1.255188207,0.690201729,0.84741784,0.768809785,0.814476279,0.814476279,0.842783889,0.842783889,0.309798271,0.15258216,0.231190215,2.030370206,2.030370206,1.157216111,1.157216111,0.37254902,0.627737226,0.500143123,0.593479252,0.593479252,0.744811793,0.744811793,0.464996315,0.238571429,0.351783872,1.949086352,1.949086352,1.226424887,1.226424887,0.659270998,0.610778443,0.635024721,1.079394674,1.079394674,1.048492555,1.048492555,0.340220386,0.322701689,0.331461037,1.05428759,1.05428759,1.017518697,1.017518697
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,4,0.659212445,0.543223052,0.75625,0.649736526,0.307240234,2.407270941,2.407270941,1.277433414,0.65880619,0.66,0.659403095,0.998191197,0.998191197,0.99880619,0.99880619,0.636500754,0.317518248,0.477009501,2.004611571,2.004611571,1.318982506,1.318982506,0.680115274,0.88028169,0.780198482,0.772610951,0.772610951,0.799833584,0.799833584,0.319884726,0.11971831,0.219801518,2.671978301,2.671978301,1.200166416,1.200166416,0.363499246,0.682481752,0.522990499,0.532613868,0.532613868,0.681017494,0.681017494,0.474576271,0.197142857,0.335859564,2.407270941,2.407270941,1.277433414,1.277433414,0.655279503,0.630434783,0.642857143,1.039408867,1.039408867,1.02484472,1.02484472,0.338008415,0.332740214,0.335374314,1.015832777,1.015832777,1.005268202,1.005268202
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,5,0.645600389,0.513340448,0.75625,0.634795224,0.278628429,2.166543847,2.166543847,1.241641225,0.641857038,0.652857143,0.64735709,0.983150823,0.983150823,0.988999895,0.988999895,0.592760181,0.321167883,0.456964032,1.845639654,1.845639654,1.271592298,1.271592298,0.688760807,0.866197183,0.777478995,0.795154753,0.795154753,0.822563624,0.822563624,0.311239193,0.133802817,0.222521005,2.326103443,2.326103443,1.177436376,1.177436376,0.407239819,0.678832117,0.543035968,0.599912422,0.599912422,0.728407702,0.728407702,0.448784083,0.207142857,0.32796347,2.166543847,2.166543847,1.241641225,1.241641225,0.645320197,0.606896552,0.626108374,1.063311688,1.063311688,1.038423645,1.038423645,0.360962567,0.335135135,0.348048851,1.077065724,1.077065724,1.025827432,1.025827432
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,6,0.659212445,0.574172892,0.730357143,0.652265018,0.308548903,2.175515043,2.175515043,1.27036846,0.65954311,0.658571429,0.659057269,1.001475438,1.001475438,1.000971681,1.000971681,0.663650075,0.357664234,0.510657154,1.855511435,1.855511435,1.305985842,1.305985842,0.655619597,0.852112676,0.753866136,0.769404816,0.769404816,0.80350692,0.80350692,0.344380403,0.147887324,0.246133864,2.32866749,2.32866749,1.19649308,1.19649308,0.336349925,0.642335766,0.489342846,0.523635678,0.523635678,0.694014158,0.694014158,0.50036846,0.23,0.36518423,2.175515043,2.175515043,1.27036846,1.27036846,0.648011782,0.608695652,0.628353717,1.064590785,1.064590785,1.03931613,1.03931613,0.328908555,0.326530612,0.327719583,1.007282448,1.007282448,1.002377942,1.002377942
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,7,0.644141954,0.517609392,0.75,0.633804696,0.27575169,1.905140806,1.905140806,1.210768502,0.647015475,0.638571429,0.642793452,1.013223339,1.013223339,1.008444047,1.008444047,0.592760181,0.335766423,0.464263302,1.765394452,1.765394452,1.256993758,1.256993758,0.698847262,0.833333333,0.766090298,0.838616715,0.838616715,0.865513929,0.865513929,0.301152738,0.166666667,0.233909702,1.806916427,1.806916427,1.134486071,1.134486071,0.407239819,0.664233577,0.535736698,0.61309731,0.61309731,0.743006242,0.743006242,0.443625645,0.232857143,0.338241394,1.905140806,1.905140806,1.210768502,1.210768502,0.65282392,0.564417178,0.608620549,1.156633685,1.156633685,1.088406742,1.088406742,0.357615894,0.338919926,0.34826791,1.05516338,1.05516338,1.018695969,1.018695969
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,8,0.652406417,0.547491996,0.740178571,0.643835284,0.293609887,1.895425957,1.895425957,1.220018949,0.657332351,0.642857143,0.650094747,1.02251699,1.02251699,1.014475208,1.014475208,0.625942685,0.357664234,0.491803459,1.750084649,1.750084649,1.268278451,1.268278451,0.687319885,0.82629108,0.756805482,0.83181327,0.83181327,0.861028805,0.861028805,0.312680115,0.17370892,0.243194518,1.800023366,1.800023366,1.138971195,1.138971195,0.374057315,0.642335766,0.508196541,0.582339229,0.582339229,0.731721549,0.731721549,0.465733235,0.245714286,0.35572376,1.895425957,1.895425957,1.220018949,1.220018949,0.65664557,0.569767442,0.613206506,1.152479979,1.152479979,1.086878128,1.086878128,0.342068966,0.333333333,0.337701149,1.026206897,1.026206897,1.008735632,1.008735632
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=1",1,1,s_as_input=True,9,0.6587263,0.535752401,0.761607143,0.648679772,0.306083267,2.201168977,2.201168977,1.250529529,0.662490789,0.651428571,0.65695968,1.016981474,1.016981474,1.011062217,1.011062217,0.624434389,0.321167883,0.472801136,1.944261621,1.944261621,1.303266506,1.303266506,0.698847262,0.863849765,0.781348514,0.808991668,0.808991668,0.834997497,0.834997497,0.301152738,0.136150235,0.218651486,2.211914936,2.211914936,1.165002503,1.165002503,0.375565611,0.678832117,0.527198864,0.553252567,0.553252567,0.696733494,0.696733494,0.459100958,0.208571429,0.333836193,2.201168977,2.201168977,1.250529529,1.250529529,0.664526485,0.602739726,0.633633105,1.10250985,1.10250985,1.061786759,1.061786759,0.339237057,0.335740072,0.337488565,1.010415751,1.010415751,1.003496985,1.003496985
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,0,0.66067088,0.563500534,0.741964286,0.65273241,0.310898148,1.963240713,1.963240713,1.233929887,0.65806927,0.665714286,0.661891778,0.988516071,0.988516071,0.992354985,0.992354985,0.63800905,0.383211679,0.510610364,1.664899806,1.664899806,1.254797371,1.254797371,0.677233429,0.84741784,0.762325635,0.799172967,0.799172967,0.829815589,0.829815589,0.322766571,0.15258216,0.237674365,2.115362447,2.115362447,1.170184411,1.170184411,0.36199095,0.616788321,0.489389636,0.58689657,0.58689657,0.745202629,0.745202629,0.47678703,0.242857143,0.359822087,1.963240713,1.963240713,1.233929887,1.233929887,0.653786708,0.617647059,0.635716883,1.058511813,1.058511813,1.036139649,1.036139649,0.338028169,0.318867925,0.328448047,1.060088341,1.060088341,1.019160244,1.019160244
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,1,0.6587263,0.521878335,0.773214286,0.64754631,0.305946202,2.056451015,2.056451015,1.224873145,0.65880619,0.658571429,0.658688809,1.000356471,1.000356471,1.000234762,1.000234762,0.598793363,0.335766423,0.467279893,1.783362843,1.783362843,1.26302694,1.26302694,0.716138329,0.866197183,0.791167756,0.826761322,0.826761322,0.849941145,0.849941145,0.283861671,0.133802817,0.208832244,2.121492492,2.121492492,1.150058855,1.150058855,0.401206637,0.664233577,0.532720107,0.604014387,0.604014387,0.73697306,0.73697306,0.437730287,0.212857143,0.325293715,2.056451015,2.056451015,1.224873145,1.224873145,0.668350168,0.617449664,0.642899916,1.082436686,1.082436686,1.050900504,1.050900504,0.348623853,0.33030853,0.339466192,1.055449138,1.055449138,1.018315323,1.018315323
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,2,0.676713661,0.567769477,0.767857143,0.66781331,0.343500483,2.444650924,2.444650924,1.284802611,0.672070744,0.685714286,0.678892515,0.980103169,0.980103169,0.986356459,0.986356459,0.657616893,0.350364964,0.503990928,1.876948215,1.876948215,1.307251929,1.307251929,0.685878963,0.901408451,0.793643707,0.760896974,0.760896974,0.784470512,0.784470512,0.314121037,0.098591549,0.206356293,3.186084809,3.186084809,1.215529488,1.215529488,0.342383107,0.649635036,0.496009072,0.527039165,0.527039165,0.692748071,0.692748071,0.481945468,0.197142857,0.339544163,2.444650924,2.444650924,1.284802611,1.284802611,0.666666667,0.695652174,0.68115942,0.958333333,0.958333333,0.971014493,0.971014493,0.322901849,0.316725979,0.319813914,1.019499097,1.019499097,1.006175871,1.006175871
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,3,0.657754011,0.558164354,0.741071429,0.649617891,0.304815375,1.801178257,1.801178257,1.207161807,0.65880619,0.655714286,0.657260238,1.004715323,1.004715323,1.003091904,1.003091904,0.62745098,0.390510949,0.508980965,1.606743632,1.606743632,1.236940031,1.236940031,0.688760807,0.82629108,0.757525943,0.833557113,0.833557113,0.862469727,0.862469727,0.311239193,0.17370892,0.242474057,1.791728328,1.791728328,1.137530273,1.137530273,0.37254902,0.609489051,0.491019035,0.611248092,0.611248092,0.763059969,0.763059969,0.465733235,0.258571429,0.362152332,1.801178257,1.801178257,1.207161807,1.207161807,0.658227848,0.591160221,0.624694035,1.113450846,1.113450846,1.067067627,1.067067627,0.340689655,0.32177264,0.331231147,1.058790006,1.058790006,1.018917015,1.018917015
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,4,0.657267866,0.541088581,0.754464286,0.647776433,0.303218373,2.386241339,2.386241339,1.275267923,0.655121592,0.661428571,0.658275082,0.99046461,0.99046461,0.99369302,0.99369302,0.631975867,0.321167883,0.476571875,1.967743041,1.967743041,1.310807984,1.310807984,0.677233429,0.88028169,0.77875756,0.769337176,0.769337176,0.796951739,0.796951739,0.322766571,0.11971831,0.22124244,2.696050178,2.696050178,1.203048261,1.203048261,0.368024133,0.678832117,0.523428125,0.542143077,0.542143077,0.689192016,0.689192016,0.473839352,0.198571429,0.33620539,2.386241339,2.386241339,1.275267923,1.275267923,0.65163297,0.633093525,0.642363248,1.029283897,1.029283897,1.018539445,1.018539445,0.341736695,0.331550802,0.336643748,1.030721966,1.030721966,1.010185893,1.010185893
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,5,0.648517258,0.510138741,0.764285714,0.637212227,0.28460124,2.237797087,2.237797087,1.245791136,0.647752395,0.65,0.648876197,0.996542146,0.996542146,0.997752395,0.997752395,0.594268477,0.306569343,0.45041891,1.938447174,1.938447174,1.287699134,1.287699134,0.698847262,0.870892019,0.784869641,0.802449956,0.802449956,0.827955243,0.827955243,0.301152738,0.129107981,0.215130359,2.332564841,2.332564841,1.172044757,1.172044757,0.405731523,0.693430657,0.54958109,0.585107565,0.585107565,0.712300866,0.712300866,0.444362564,0.198571429,0.321466997,2.237797087,2.237797087,1.245791136,1.245791136,0.653399668,0.604316547,0.628858108,1.08122088,1.08122088,1.049083122,1.049083122,0.356763926,0.338680927,0.347722426,1.053392433,1.053392433,1.018082999,1.018082999
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,6,0.66067088,0.570971185,0.735714286,0.653342735,0.311262113,2.130243729,2.130243729,1.261570692,0.666912307,0.648571429,0.657741868,1.028278887,1.028278887,1.018340878,1.018340878,0.663650075,0.346715328,0.505182702,1.914106533,1.914106533,1.316934747,1.316934747,0.670028818,0.842723005,0.756375912,0.79507598,0.79507598,0.827305814,0.827305814,0.329971182,0.157276995,0.243624088,2.098025722,2.098025722,1.172694186,1.172694186,0.336349925,0.653284672,0.494817298,0.514859661,0.514859661,0.683065253,0.683065253,0.492999263,0.231428571,0.362213917,2.130243729,2.130243729,1.261570692,1.261570692,0.657698057,0.586419753,0.622058905,1.121548265,1.121548265,1.071278304,1.071278304,0.324127907,0.332713755,0.328420831,0.974194491,0.974194491,0.991414152,0.991414152
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,7,0.645114244,0.536819637,0.735714286,0.636266961,0.278474648,1.967042821,1.967042821,1.229327298,0.647752395,0.64,0.643876197,1.012113117,1.012113117,1.007752395,1.007752395,0.616892911,0.343065693,0.479979302,1.798177209,1.798177209,1.273827218,1.273827218,0.677233429,0.830985915,0.754109672,0.814975822,0.814975822,0.846247514,0.846247514,0.322766571,0.169014085,0.245890328,1.909702209,1.909702209,1.153752486,1.153752486,0.383107089,0.656934307,0.520020698,0.583174124,0.583174124,0.726172782,0.726172782,0.466470155,0.237142857,0.351806506,1.967042821,1.967042821,1.229327298,1.229327298,0.646129542,0.56626506,0.606197301,1.141037276,1.141037276,1.079864482,1.079864482,0.350828729,0.337078652,0.34395369,1.040791897,1.040791897,1.013750078,1.013750078
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,8,0.6587263,0.543223052,0.755357143,0.649290098,0.306248669,2.008566691,2.008566691,1.230529529,0.65954311,0.657142857,0.658342983,1.003652558,1.003652558,1.002400253,1.002400253,0.621417798,0.354014599,0.487716198,1.75534512,1.75534512,1.267403199,1.267403199,0.695965418,0.852112676,0.774039047,0.816752804,0.816752804,0.843852742,0.843852742,0.304034582,0.147887324,0.225960953,2.055852889,2.055852889,1.156147258,1.156147258,0.378582202,0.645985401,0.512283802,0.586053804,0.586053804,0.732596801,0.732596801,0.459100958,0.228571429,0.343836193,2.008566691,2.008566691,1.230529529,1.230529529,0.661316212,0.60625,0.633783106,1.090830865,1.090830865,1.055066212,1.055066212,0.341961853,0.327777778,0.334869815,1.043273449,1.043273449,1.014184075,1.014184075
"FairGPopp, 0-TNR=1, 1-TNR=1, TPR=1","FairGPopp, 0-TNR=1","FairGPopp, 1-TNR=1","FairGPopp, TPR=1",1,1,s_as_input=False,9,0.665046184,0.551760939,0.759821429,0.655791184,0.319350523,2.09998336,2.09998336,1.243567744,0.666912307,0.661428571,0.664170439,1.008290744,1.008290744,1.005483735,1.005483735,0.634992459,0.350364964,0.492678711,1.812374309,1.812374309,1.284627495,1.284627495,0.69740634,0.861502347,0.779454344,0.809523436,0.809523436,0.835903993,0.835903993,0.30259366,0.138497653,0.220545656,2.184828799,2.184828799,1.164096007,1.164096007,0.365007541,0.649635036,0.507321289,0.561865541,0.561865541,0.715372505,0.715372505,0.464996315,0.221428571,0.343212443,2.09998336,2.09998336,1.243567744,1.243567744,0.667194929,0.619354839,0.643274884,1.077241812,1.077241812,1.04784009,1.04784009,0.333333333,0.326605505,0.329969419,1.020599251,1.020599251,1.006727829,1.006727829
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=0.9","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=0.9",1,1,s_as_input=True,0,0.6587263,0.474919957,0.8125,0.643709979,0.307256494,2.347526323,2.347526323,1.227154437,0.653647752,0.668571429,0.66110959,0.977678262,0.977678262,0.985076324,0.985076324,0.550527903,0.291970803,0.421249353,1.885558069,1.885558069,1.258557101,1.258557101,0.752161383,0.910798122,0.831479753,0.825826673,0.825826673,0.841363261,0.841363261,0.247838617,0.089201878,0.168520247,2.778401335,2.778401335,1.158636739,1.158636739,0.449472097,0.708029197,0.578750647,0.634821415,0.634821415,0.741442899,0.741442899,0.395725866,0.168571429,0.282148647,2.347526323,2.347526323,1.227154437,1.227154437,0.679702048,0.677966102,0.678834075,1.002560521,1.002560521,1.001735947,1.001735947,0.363414634,0.333333333,0.348373984,1.090243902,1.090243902,1.030081301,1.030081301
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=0.9","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=0.9",1,1,s_as_input=True,1,0.648031113,0.419423693,0.839285714,0.629354703,0.287406619,2.531357072,2.531357072,1.212202337,0.649963154,0.644285714,0.647124434,1.008811991,1.008811991,1.00567744,1.00567744,0.500754148,0.222627737,0.361690943,2.249289123,2.249289123,1.278126411,1.278126411,0.792507205,0.915492958,0.854000081,0.865661716,0.865661716,0.877014247,0.877014247,0.207492795,0.084507042,0.145999919,2.455331412,2.455331412,1.122985753,1.122985753,0.499245852,0.777372263,0.638309057,0.642222364,0.642222364,0.721873589,0.721873589,0.350773766,0.138571429,0.244672597,2.531357072,2.531357072,1.212202337,1.212202337,0.697478992,0.628865979,0.663172485,1.109105937,1.109105937,1.068613012,1.068613012,0.375709421,0.353233831,0.364471626,1.063628079,1.063628079,1.02247559,1.02247559
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=0.9","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=0.9",1,1,s_as_input=True,2,0.668935343,0.45357524,0.849107143,0.651341191,0.33262169,3.267010563,3.267010563,1.262325508,0.666912307,0.672857143,0.669884725,0.991164787,0.991164787,0.994055164,0.994055164,0.546003017,0.229927007,0.387965012,2.374679786,2.374679786,1.316076009,1.316076009,0.782420749,0.957746479,0.870083614,0.816939312,0.816939312,0.82467427,0.82467427,0.217579251,0.042253521,0.129916386,5.1493756,5.1493756,1.17532573,1.17532573,0.453996983,0.770072993,0.612034988,0.589550585,0.589550585,0.683923991,0.683923991,0.378039794,0.115714286,0.24687704,3.267010563,3.267010563,1.262325508,1.262325508,0.705653021,0.777777778,0.7417154,0.90726817,0.90726817,0.927875244,0.927875244,0.356635071,0.340872375,0.348753723,1.046242223,1.046242223,1.015762696,1.015762696
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=0.9","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=0.9",1,1,s_as_input=True,3,0.655809431,0.448239061,0.829464286,0.638851673,0.302660098,2.298268239,2.298268239,1.207722918,0.649226234,0.668571429,0.658898831,0.97106488,0.97106488,0.980654806,0.980654806,0.5173454,0.281021898,0.399183649,1.84094337,1.84094337,1.236323502,1.236323502,0.775216138,0.917840376,0.846528257,0.844608887,0.844608887,0.857375763,0.857375763,0.224783862,0.082159624,0.153471743,2.735940716,2.735940716,1.142624237,1.142624237,0.4826546,0.718978102,0.600816351,0.671306398,0.671306398,0.763676498,0.763676498,0.367722918,0.16,0.263861459,2.298268239,2.298268239,1.207722918,1.207722918,0.687374749,0.6875,0.687437375,0.999817817,0.999817817,0.999874749,0.999874749,0.372960373,0.335034014,0.353997193,1.113201519,1.113201519,1.037926359,1.037926359
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=0.9","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=0.9",1,1,s_as_input=True,4,0.649975693,0.452508004,0.815178571,0.633843288,0.289088594,3.269009957,3.269009957,1.27876408,0.649226234,0.651428571,0.650327403,0.996619219,0.996619219,0.997797663,0.997797663,0.552036199,0.211678832,0.381857516,2.607895147,2.607895147,1.340357367,1.340357367,0.742074928,0.9342723,0.838173614,0.794281204,0.794281204,0.807802627,0.807802627,0.257925072,0.0657277,0.161826386,3.924145739,3.924145739,1.192197373,1.192197373,0.447963801,0.788321168,0.618142484,0.568250377,0.568250377,0.659642633,0.659642633,0.401621223,0.122857143,0.262239183,3.269009957,3.269009957,1.27876408,1.27876408,0.671559633,0.674418605,0.672989119,0.995760835,0.995760835,0.997141028,0.997141028,0.365763547,0.351791531,0.358777539,1.039716749,1.039716749,1.013972016,1.013972016
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=0.9","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=0.9",1,1,s_as_input=True,5,0.638308216,0.434364995,0.808928571,0.621646783,0.263928574,2.594243441,2.594243441,1.234581535,0.633750921,0.647142857,0.640446889,0.979306059,0.979306059,0.986608064,0.986608064,0.515837104,0.237226277,0.376531691,2.174451793,2.174451793,1.278610827,1.278610827,0.746397695,0.910798122,0.828597908,0.8194985,0.8194985,0.835599572,0.835599572,0.253602305,0.089201878,0.171402092,2.843015319,2.843015319,1.164400428,1.164400428,0.484162896,0.762773723,0.623468309,0.634739873,0.634739873,0.721389173,0.721389173,0.381724392,0.147142857,0.264433625,2.594243441,2.594243441,1.234581535,1.234581535,0.66023166,0.631067961,0.645649811,1.046213246,1.046213246,1.029163699,1.029163699,0.382598331,0.350083752,0.366341042,1.092876573,1.092876573,1.032514579,1.032514579
"FairGPopp*, 0-TNR=1, 1-TNR=1, TPR=0.9","FairGPopp*, 0-TNR=1","FairGPopp*, 1-TNR=1","FairGPopp*, TPR=0.9",1,1,s_as_input=True,6,0.653378707,0.477054429,0.800892857,0.638973643,0.295369476,2.626113754,2.626113754,1.255532161,0.657332351,0.645714286,0.651523318,1.017992579,1.017992579,1.011618065,1.011618065,0.571644042,0.248175182,0.409909612,2.303389229,2.303389229,1.32346886,1.32346886,0.739193084,0.901408451,0.820300767,0.820042327,0.820042327,0.837784633,0.837784633,0.260806916,0.098591549,0.179699233,2.645327295,2.645327295,1.162215367,1.162215367,0.428355958,0.751824818,0.590090388,0.569755012,0.569755012,0.67653114,0.67653114,0.412675018,0.157142857,0.284908938,2.626113754,2.626113754,1.255532161,1.255532161,0.676785714,0.618181818,0.647483766,1.09480042,1.09480042,1.058603896,1.058603896,0.356336261,0.349152542,0.352744402,1.020574728,1.020574728,1.007183719,1.007183719
